client_id,path,sentence
78c638159e599dc4883362b186461a84208df74dbfeda9eede52aec6e07d14145c6a9be7c1890a7730ce486bd78479bc1443a017dc0d42e8a04dcfac0071c661,common_voice_en_17891685.mp3,"Cheap, tawdry bags are being sold everywhere in this market."
0d76b50b5b01241833ee152b8a89a97beb11521ad35915f1e31ce691a5aa5387247a53d1485d05fef2d37c3f4137dc1bbda1b57bd6276f1de6cbcb397429903f,common_voice_en_118517.mp3,"I had a momentary impulse to go back and help him, but I was too scared to do anything."
275ef6dd575c7052a736ee1512364cb9e99a5171c088f40079776c2d6b12fd1cc37388b72fedf34ea8dcc0382e61bff53b33c1008b403066e3c3467ddd189cd0,common_voice_en_16048295.mp3,Crack the walnut with your sharp side teeth.
bc4dca633f720e6bca08118590cb96856b8f01ee87877fe7a1d412ed14ed4cc9abd3d2e350942b59e3c8351ad890d4c919251433e3e0698724df5ec300edb28b,common_voice_en_168769.mp3,Strike while the iron's hot.
4d87ec5c061d03687fef9fce7e18d7f3278f65ca46e93dae0c6ba81174fa5e273dcb66faf83a327d526f0697fda3da46b17276b4d6463690f219f5f4863fcc12,common_voice_en_17785361.mp3,Shall I meet you in the concourse then?
e1a4f3dd2f296d5c0c8fe0d9502abf03936de1ee4e8955766732797c4bc35f8d2ca45d2673aa702229f9bff5540cbc0793409f9f281c4a1adffd246f45062a4d,common_voice_en_162104.mp3,"""No,"" the alchemist answered."
32c4a5e5661fed8e94916641cfe2bd6ae9cdab62391b1f59e489159818aa7f19c1f6e53b4b844eed21eaca74c8f2bf19d21ae89187bdbba08b404d2bc20ca00c,common_voice_en_16665535.mp3,Don't forget to brush your teeth in the morning.
dd23875b68b8af5f8186be43a8a2ec21c34e259f8fb7780a3a91ea7e617e8bb833cb5074263d3b57b3a5b1297e86c48d419c274dd885fb4890cd524581e5292f,common_voice_en_17699273.mp3,Silence gives consent.
0389e6acb03aeb4942d4c1b2089962984f7e5e10159ed6e3e45df1e7f21ebb585a691a1ac1a0746e655cebf19100a57e2919862a3850e1d67a3afb1b02df0273,common_voice_en_140558.mp3,I was wondering if you would work on this project with me because I can’t find anyone else.
0d58eaa74cefec63ea5a03a2d3c33a24d81f75c2031cacc10baa3e23416526e34244a1578adefa5a3fb27a03331d548a099fac5dbf36962e2be8de50fe05f985,common_voice_en_111107.mp3,Our generator has been disrupted by ultra high frequency waves.
eaa9f9f1f832e98665d32a3172c45ab75f0b2e41717fd85d469432b731b830c6b89e141eac9a1b197bf542c1bb4b3f8c2a73416df77023f466d84922e4047f32,common_voice_en_16048370.mp3,These pills do less good than others.
a9031a81a6ee2291a840e0f7f30b8c9f1f0fb916d736ab78f2a6bdc26a8a7bde70a9f51ac7373acd634370b26e1b91b553794b23a0e66483a7d677d096ce9fc5,common_voice_en_10522174.mp3,Christopher was confused.
2819b68af06899b99bb429bc371e108a2efe83b29b1bd8cef89b3b4e214c9dc37b907309a9a32323266d65ce8b6ba9c177790f9be629f6c9da302ba6040404c8,common_voice_en_162306.mp3,What are you afraid of Melissa?
9a1ac784aa73035d43ea4f625e5dbd7f0340166966b8a3d9b3e942d9846d8a38536ac95c731432beb8bd47ab6b9cb0789525d046fb52bd02dab376a41df2d5a2,common_voice_en_114432.mp3,One egg is like another.
73912a4a4cee792f107ef3eb9597e821aa0715a92a057a7e6b3683f516b5d0e64a61b4d0cd80ce1449a28374bf88a95daf0c96431879197a7282876337178df6,common_voice_en_17728543.mp3,What do you make of that?
ac9c17bc572e4a9a5770c177588e38e264458942a4ff524854fe104376fbf3ee10b13596540c6d309b6a829f2f1fe21b7062e985b36ae1c0fe469a9caf2a3c4f,common_voice_en_1008997.mp3,Let's go Hiking across France.
d875aa8913817e2d4bb22a50e13bee77fdc2917eca7974b13f7b51018577aa88fed524fc7d5e4e84653a1269b57e933e61f91cba54648db49e2dbea4f92e540c,common_voice_en_17282324.mp3,"Shawty, you look jaw-dropping in that jersey."
04f19ac682d6a619bb00b13bb8e8a6edac895d8a9e664161c76ee2b8d9a54af2c99364b6365b3fa4df880a6c7700c0e3c5416d26758610729d442fee295a8c20,common_voice_en_16047883.mp3,The owner of the dwelling was not amused.
5539ba3d1615623b655d33dc930cf3bc9152a4931da3a17b640608e2deb2357cc0359baa415bd5241f456aeb9a6180defc45e19430e68ca94c7c1a9e9971d0f7,common_voice_en_116044.mp3,A person in a green shirt is looking up at the sky using a telescope.
33a42ffdb3f5e1a97f517ac8e40e1daa10a0d9e1452d51be6bad9063ea59d99dcdf528649c468dbcfffdaac029ad2a39478e81dc744c599687fa3871de4f18dc,common_voice_en_17250258.mp3,"Forget it, there is no such thing."
2819b68af06899b99bb429bc371e108a2efe83b29b1bd8cef89b3b4e214c9dc37b907309a9a32323266d65ce8b6ba9c177790f9be629f6c9da302ba6040404c8,common_voice_en_162307.mp3,How'd you get in here?
34896b6aef1b0a4c28b4c0c8fac8940730c5449b3ba2df4c991746f4d1d414aa46c1e3af7b7e640aea4f579edea4fb121642fede67c1f18d2a69060362a1df34,common_voice_en_1323348.mp3,Let me see your ticket.
0639cc0805495224d56f951b6003fab63f9e8f27c3986c5a9893541bd72155e070f82ad4f3c748cc0e1a849c0cfdec2b6164cd8e4fc0ed4f1a225b743153a125,common_voice_en_17303873.mp3,"I'd like to order some cinnamon pretzels, please."
456e08d1d706288429bab8f801aaa3f124a5771f5ed287cac2f1a23e5763084c06c4dfccb561dbb8282ce897a7f679c02b268704610b9f5ee65efc6443d49e35,common_voice_en_1531516.mp3,The chocolate bar looked so tempting that Lenna just couldn't abstain from it.
1f4fdb9df5453f08fcdb21838b1046e89fd9ccdac0484ae73c0eb10d30b112d71e306a0a031d352257401e7f73306c6c3ce56cf82a44e6f71bdf9bc2e410b12a,common_voice_en_129890.mp3,You're a man disgusted with all of civilization.
30c6176bf8e35944e7745e44969db95963323c806edec7a9d47943c4b4897e3d46f955a1b3bee9748eee50c9e9251c3851a25569151d65d293994be122d236ba,common_voice_en_17275067.mp3,"At first, studying correlation in graphs is tough for me."
a62e99f2d82255047811d05e68a853a49639ce7b63914b5abcf47b132645970aecf852af4609abcaa493e30c105ba92d723104dc0c0d709ffeed819ac437e88d,common_voice_en_16528366.mp3,The ship was torn apart on the sharp reef.
3b8c4f7e5a64c397c0458ce83990f64f1f31ea036cc982f6bf12d47a1a3b942c289a9c67d3ae24a4e926151db2735cc079436c27f86273dc8706c093d1f2aa99,common_voice_en_11483.mp3,Henderson stood up with a spade in his hand.
09decc21400f2751c27845532cf4330979291f02a973cbcb437976f80587ae27e2af9944b1c504d9fa3b0e0f49d2f42ca67bbd22b713eb5db214e1c8f0ae66a9,common_voice_en_17911345.mp3,Attack is the best means of defence.
33cb9c8be25ab0791f026aeea32752b403815b05566565889bf8142a12c320debb34dec307dc6f4ed1e2c869da7ec553bb3e9047605104f9ef6fb963f52cbfeb,common_voice_en_17269127.mp3,"Quiet down, will you?"
bca3e2f5ce841c55eefbd67f7df16ffbd931ec2d3c645b7ce733c7a7aba6d71f43686ce8dd40e132656a7319935479113e7e2009a7b097f904c6255691dffcb8,common_voice_en_16634165.mp3,I beg your pardon!
4df36b9c35242ab061b0a3508dc67fd32b24887afd6c9b3e433714ef5243ddc429a3a97e30b20c1beed5e0b9fbd1608d0256373d674540ded4fb435f3db61082,common_voice_en_143932.mp3,The streamer of gas came out towards us.
22df881722319b9a1e240ee65a0aef5e0bd9f099a141c64f27c82a05400fef15dfca6591c79cf9dd776b6496185ece617d027564d0a685a07c35a9cd06104bf6,common_voice_en_166414.mp3,"The caravans had been stopped at Giza for some time, waiting for the wars to end."
281f3dd150db25488d2da27e3f55edd5d944239aab0a84aaaba18e1c205b220d75c5ee686e8af55719a1e5d89001b6766cf6d3b487a7717ea1e346d37eac2f7b,common_voice_en_17924420.mp3,Please try to let us know by September.
371198e1952a453f1bb175aca9294eed180012c85566e877ad8fe9831bf5684bf633ec93249d178702041950116ec4767cbf2ac6aa59d6c7cf1a35818750ba2c,common_voice_en_17274472.mp3,"Wow, this is a nice table!"
9765604100c4f601f742fe3432f9c4746be022e5a478dcee704cc94c9532e2cb4b043d26911c930e215e0ea07ad1063507616564f9759a49359cddfea3769966,common_voice_en_175301.mp3,A group of people walking on snowy steps.
c3810ee7feffdc1a306efe115272db33db897a02dae3c94dad7cbc2be8775341172b50697f635107206f8d84d30ec4f03ffc12301f82f403ce4992369e3520e8,common_voice_en_16665998.mp3,Will come out in the flesh.
8bb2eb3b9346c4da3cd8225cc94eb68df044613b77f8c4ea3809c9204bdea232c4411c55e1b649a7def2835a826043269ccc725d85bd549c8087b8a404d74e28,common_voice_en_15305.mp3,Three dogs running on tire tracks in snow.
c963508123b555f2e342a0c44c5200639e651c8e708fe54dfe0b06b2c113ead43f3e1d09242b342b61d34f90df0bbc8fb28f594f2a3ce5f33d093ae9efb17f28,common_voice_en_104099.mp3,The Linux terminal refuses to make me a cup of coffee.
b4f2134a756f6ee208b0d91e1f6410e5559136f527e6f90179d8bebf20b30aacff5db72531747b566ca9226abbf1108de79e745d47010d939212f1fda6d1982b,common_voice_en_17740812.mp3,Sharon knows how to annoy her sister.
2839330792a05b6134d435e8f5245b70a4ea4d4b576b161108221ef5f2efaa6cd85d40637dd1e50bc23d315d80be61e87ea8dcaf997a3b394f2ad0d3e34fb786,common_voice_en_17266332.mp3,"Toffee coated all the surfaces, it was disgustingly sticky."
2c4f5a22f9c75a1541441955d9bbabd21ca07141602dd6fc9672212e3448142179d8cf68c6ca28a7586bde0b36ac2e94a6a5afeff334102f796efd5fe281205d,common_voice_en_17258823.mp3,Do you know him?
2eec6f8f3949e5eb8df300df57326ab9929ba7a7faab6bdcd15efe5d60e4e58d1825baf6a870330ad822e1e191f414805dc776319924cbc05a146f9a82809091,common_voice_en_17388983.mp3,Please mind the gap between the platform and train.
28c1063a9a230d864f6a141de7f5945db865c8a530e43327dee8ea0d360527bdc3a48f544dbe86cbe8f9812714da3906add0ee51a1b6bc40e4b05408763d2ecf,common_voice_en_17732764.mp3,They chose to build strong stone walls around the city.
aa81a76fd474903623c274e3a7308e9561856dbbbdecf8e63ca46e9249070bca6b5efa694a85a5e926db76b19c9e424e5494b11c820538827d883cef0b15e983,common_voice_en_138828.mp3,Even the guides spoke very little to one another.
7a7702ae8b9299168a0366c8bbcccca2dfc4adc5b47e2a4924e665ea198182b93664cb89098095f4fa205f601902abb90749806219a80159fff1fe11704f941a,common_voice_en_17934845.mp3,Only the good die young.
34d161556f701d8c3841297317219c40d40f2c2c6441bebee8aaa08ba5550b28e41dffa3e27f0554213c8c08901b9f1b736f8f90ef0b696024277c7520a9d226,common_voice_en_1496485.mp3,The hostess taught the new maid to serve.
618e497b99ca90d155d65d5b644eceab513733d7d1a41908d72661d4de4d8e6165252d5163c5d2c22bef4eef6d9f02abada24c827c5842c9ff0e47e821220213,common_voice_en_178299.mp3,Grandpa hasn't called me for days.
0412f53f968e235f3f6ec54e2b7fd59f70664d421e90c61fc70b6a0cc3692d28c3197c6ffa79ae283ea73b7c1f3556cd3c3d8d7b324a4501ef174bb0e8103fcc,common_voice_en_15799842.mp3,But you could bring them there!
3c5562aad3b4b37dafc41d820867b2972358c93aef6c84b05dd43f512fd2e4917dc02b3724b85a16d186847464860c3aa7dcd62284e6a9b913cc7eb744afd382,common_voice_en_17918057.mp3,Smile when you say nasty words.
29842f497adc9e492f24cd731aa7f84b991f188540068716edf42aefafbc96dab88f2e8294f9b81988c998af39531bcef474e0e9fffb160ef70d62817da5e0cc,common_voice_en_17259150.mp3,"Jennifer's expression changed. ""Pull my finger"", she said."
e79f7b506193c37b07897259d5c45aaf887136a516a9358d88d4fc1534c68ac7c73381244ed471692e8450d65a908f55230a9d81fe449e1c490503307abf3251,common_voice_en_17276386.mp3,"Here, let me show you around."
32ec08890252b265ccecc80b4eb872e02681b1baefb3221dd2a32daa89f718c0ebc49321ae6102acfce93114d5ab8f5044c673a4f3fef12ddbedf6a39cf3e7d7,common_voice_en_17831001.mp3,Money burns a hole in your pocket.
085a1f4f2dea692bde35daf8a830a4d6f3d8e72660978c811677a8ef5d1f3be6fc73a95aadcd103870d1e3e7ea4da55e9206d80af773525d1adfcc25c2ad7ba3,common_voice_en_17267938.mp3,"Without understanding the actual physics, some animals exploit total internal reflection for catching fish."
c3810ee7feffdc1a306efe115272db33db897a02dae3c94dad7cbc2be8775341172b50697f635107206f8d84d30ec4f03ffc12301f82f403ce4992369e3520e8,common_voice_en_16665997.mp3,Curly brackets are hard to type.
beebbfb82711b2f5c792575a0e4cd44d3b902ee98c6d3d66015191e242f85d6cbb5e51eac549eb9aef4c2284b55eb6f8b02777e3fab46b39ff90e39acab19056,common_voice_en_17256171.mp3,How did you know?
0e15759524449bed3c0e43434f1807da42a43e7a0a3bb15098bef4997de0d32da8be98a6e2cb26df4183759e4d0b8e9238be5b5376fecdf09d0eada3d2728d0e,common_voice_en_103373.mp3,"Then he realized that he had been distracted for a few moments, looking at the sword."
0855c52f56a7b5aabb670c079b060760c7c9fde5b8d89ef4707c68b453d0200f24e40a6750931630204c68a62af9fb0770c3922d6a4c2d6656b05632871c8561,common_voice_en_128102.mp3,Then he turned to the boy.
057823f7e4cee461d45d893cefed9b67b64ecce8f087a3208cf85dbe7561b4d23a05760f219d77d8811944f573b03c4ab369474bfaa4643171e4c0d72405d8f7,common_voice_en_17882305.mp3,"Angela is pregnant, she told me."
99039fd4eb6f6b0d7806873ef71c4ad336ee81af7b5b40fc8ef0ee44696e4f671a3831cf950a75e30842786aca195e97ad49d1197ee2a63ef640ef6e3b787c4e,common_voice_en_136335.mp3,You told me that.
bcc6017e8f66fb7ff263e41800ad49768d62fa0e9691ed5bfb1cadd9a6aa46284c7fe8a5ea4f058314c9ddc045ad6a858af2d2e1191ba428e24a005c35c29310,common_voice_en_10890.mp3,There were mountains in the distance.
eea361fbbe6860dadfb7177abeefcbf98b53dd7ca7eee3876636c44f0a1496c0aac53609fa5947d6f38be8bd8c85901c2ac24366918c8ad54a7fc78f780c29c1,common_voice_en_17273139.mp3,"When I visited South America I had dinner with Aaron, Douglas, Nicole, and Raymond."
b50cbbff83762e9b64db5e5a24871ddc5f2b5ca6ac6daa2c37fecd23b126c12f7989286798670080b1d0ee92b276b2bd5bcb20598c1b14d6000a10c699761382,common_voice_en_12048797.mp3,The priest collapsed backwards.
ef85162a7a5248cf7f5a19ce238016741771e8810b0b89df6d1633c75be08ebe79554010a0afdce5c6d7be21ba5b9044d651faccedbaca13e87e6d9afd26b2ab,common_voice_en_17256165.mp3,"Yes, it would be."
84d1d5b6f587e66214c3b63787f3d8f02ad3445440987f6c822e2f03196773ba1995d9fcc54b9dc6d301a68b3900d0aabfdf2acee4a234ef4de633e0f81be17c,common_voice_en_17798574.mp3,What will happen to him?
1d3a7a805ad8872d459006a94e3c1c0511421f03fb7c014c191d78539f95c5e258ca3cea6b192940345e503e42adbe41a13abd3e0726eae93f9c9bc319b02303,common_voice_en_17394114.mp3,Might others within your organisation have some inkling as to the their desires?
f12e786ca95ea404eb23d944df00f36b6411ae0414ebe778735158ea9e0b4fbd5f61822428885b77c3fe53178749ff26f701092d0e57c981d83885dc4d8cd9cd,common_voice_en_17279971.mp3,"""What a load of trash"", Sarah opined."
850fb5ca5215bb74625f939b2e125d200b1c4b5f87f9e606a495abe33970566eced1642a96b020f5431daa70114fd2badf7c46086c24fab00b46232bf80d0101,common_voice_en_17832074.mp3,"Cheese is made from milk, as well as many other dairy products."
2b946b326f40db1d3c4a3382a28bdad67dc2a5b2ed69776bddf0231091c30efc88befe93d72899cc1e913cb3372a9981520c014d8d702a35dfc61527ef193c67,common_voice_en_17254880.mp3,Why did you tell me?
8502b4847a0203d412ea86e0716e0b19f083555847280b840606b63a8aab139dddd54a16c6561107580e9ec3866b70badbb6cb86e5598ade675a7f0dfeba4ca8,common_voice_en_17902879.mp3,She decided against it.
12900fe4b91ab15ab1d6686ed7a47aaea18fceeff8cc3aedef919b30393991557436efd0b657882a73e890970b4609fac45f64f0d2d1c1ea50586c14a0c00a11,common_voice_en_143627.mp3,"I don't know if I'll be able to find life in the desert, the boy thought."
0569ba51e13e197f392d119231904e70130e5ecea727cbd8adb023684b25eeff9edbe843421088a859dd7b5b9da921af9db8c70eea22e40a38c5cfd88cbcfbad,common_voice_en_17516142.mp3,Where are we going?
2bf8dc2d9cd24b088e9e5016b14c1c6adcab3f3a2bc4d578a42247651693dad0b6cf2b75deacd17e57218db01052c3841e1d6ad267b87b72c51e5271709c41c1,common_voice_en_111963.mp3,"He had suddenly remembered that, in Tarifa, there was an old woman who interpreted dreams."
71d390e03728756b59d793e65dd43bf2055e9a8f52ac51add971e56d04ece1753b6fbd85e3ce582fb6c01c70ddb9793ff671a1a147419320edb627f1bdc165da,common_voice_en_14494.mp3,I have the money I need to buy my sheep.
05fcf1c5f13f2124b8e8d38470cff4e6fa9f316483cbca4d5cb591771a8875e392029ef630578742fdf643feca99e65c37c7ed991050c3cb1fd0bd55ed10032f,common_voice_en_1575599.mp3,She always managed to make everybody around him smile.
8f466731de31b8d3c6089008d25746f489c6fccf4adad7ebe01ef4c1c8f7cea7ff60745038cec8b3e234c9e05de74d66800462cdb2ae5c94772f49cb12adca45,common_voice_en_17271270.mp3,"Despite years of research, the problem remained intractable."
aaf05ab1a394fba064d77ff8a92ed96366769723029f172b8d5f2ebffcd6e658c315980c3cfcfce647e8a2e31f8d629fd614612afc4804490d6c78317bbfe877,common_voice_en_113254.mp3,He had assumed he would soon return to his sheep.
0280690f2f03d83418f7707b9ef2fba2789de70c19740716678044996cceb683b371ed93e8bc4ad95d5781d93d4962aa3c17a6ec861f2765287d254e6adc0a6f,common_voice_en_156858.mp3,This ain't my room.
cc96a677d29be7b0b466025b7ae479e9b5019ce7d6f456ae3d494f5e7e9a78567a8ac2127f05ae8e4e0224b7fc696deed7a7af023b24a1da537823e02b142690,common_voice_en_17861959.mp3,"Because of my depression, I have been recommended to see a psychiatrist."
aec39a1629533c6368c010869f537eff00959c45547c21d271138c25b2327d65f6f343742a83b09d63c217fbf255ba4c88f56c72b317e0f7f7dc706b5300fe0c,common_voice_en_17371751.mp3,"The thing is, nobody knew what was happening."
da677ed21f3fc9f26e754fd1ce9f042abc84befe7f00b595ae003f259d21047da1f7b5a696309b8feb0c2a5fb23280613623b2ea6096dd053e008f755a8b4ee3,common_voice_en_100736.mp3,"He was excited, and at the same time uneasy: maybe the girl had already forgotten him."
240a37d83085c57b6010ac02851e88f07e7fd51aceec0d7238eeb3a820f4da6a548bd0a71245c7e9647fc0e092bc03715385010a6a14887a27a9c57e1cb04a6e,common_voice_en_141537.mp3,But his heart was speaking of other things.
bbcb43c2231e50a2787f00a5ef6f01f8a0bc3a21d47bf55abdcd5dd886ce6c5c8b84db0c819db95a53d7baf834e1fafb761eb65d5a7dc0a23f4a568abf0e401e,common_voice_en_114430.mp3,"""Enough,"" said the boy."
36600e11450e0abbd1a053fed011b6da220a1e9d57b7266aed1ba5efb78f76e7ae4e7963c3a7360802603d66e1b00bfff55eb576d36147a8b798474a900f1fc8,common_voice_en_17280304.mp3,"The organ of this cathedral is made of ebony, except the pipes of course."
99fe8a12a2b3556129f6ed3af068e4aceffe90c9392eee629949cd78341f32f00c240e84dacf3394f0d4e4654d6bd766122040076f4328e5ac9174fb95a996a7,common_voice_en_15710162.mp3,I thought he's immune to the flu.
353d40ee25514395aa112900816b297bc0da759fb699d2002810912661d2f3e247fe5aab87f071165e566ed36bd79844148061f841ba90c7ee69d5efb7fe6f96,common_voice_en_14858368.mp3,you will have to wait for it till doomsday
48d86630f0ac621dd14a36bc9dd9d8f38b392002de287b1c6d4e86c5704081c94eaa07a4ed4a96ea7042a2239b7c8721f7e3ddc56685a55fd90c499919c582b1,common_voice_en_130020.mp3,"The little girl wanted to have a balloon, but was too shy to ask."
b61dadf67ad3946cbbdfade39f10a613bfc11124f43886bc559dc908f28e453dc57134763730b4982bc66e443d6cc2d384aaf67be8935f2e70a4b7c6d149a329,common_voice_en_136405.mp3,The darkest hour is before the dawn.
4ead7b058f24b8ac7b93aa0221a6d22c14c968721a3716cf29e5830e83a221ce4b9e88f2f37fd188fbda57e50c4344658e131c9dca945c105fb9f5515c4ddc7d,common_voice_en_121247.mp3,That's a pack of lies you're telling!
058eb7f8b68528a7a74f33d9d97fcb89ea72d2ac8a2088cc5cfe2dc841c3bb8d95af30c2ccdbdc58cc184e7804e92fb78e5c416d955ef58f3c44bac33f16f054,common_voice_en_17287522.mp3,"This was a lie, and they all knew it."
0580ec972b5a710a6e313974b95003927a1082b21f484c9b583cf4b6b9e026a8435ce24faa8a097a632f280fa9a4fada473b7034bb917d2608f333d790b1e6b1,common_voice_en_1738082.mp3,"Luckily, the dagger couldn't penetrate the bullet proof vest."
fc8847590eb211d61bc0ac7414956696df2aaebf2fea31a43043169d28eca9dc87572810414f658383cb6ee27f44c4ef311fd5bba6cb0e2cd24b0a86f85158b3,common_voice_en_17259574.mp3,What can it mean?
1de4ba696106c3a023bdb4c0d4261cd5a4624b87720029af75832c6a5b455fc39bd5b44b0d33a055e8df052dff9b4123964e8394c05a5bb80e71ec320ef899b3,common_voice_en_17340608.mp3,"Me too, so I try to get plenty wherever I go."
1e4edc93791a7d30ac13453944054e23f155bfd662c7e08442d892e28e9a0b9492c627c67cdb1584e8562fcf3c1d61e49ecb9de8b281539093dfa0b2928b1d17,common_voice_en_16659358.mp3,"Chickens lay so many eggs a week, it wouldn't be possible to breed them all."
2b7f56ee83d9fb2485220f50ac13136c0f17b96d871434527d736eafdfa13bc1601a6e432cf9685ef7e869d2dd3293b03b7f4d2c2e18160f2804ce97818d750c,common_voice_en_17269063.mp3,What do you think?
b20040e8dcd78aded025e23f32cd207291b46954b1ab6c020b476eeb31fa6c771053b77881b74abadd9ec823fdd1c3013cf9ec3f597ebae9d50885f48036fb97,common_voice_en_12804.mp3,A local band performing at a local venue.
0671d187f2a73dcf0f9f9642c6795d075f1a8bb59ffb5145737d17a9f43937f981623aee6ba010d1bfff0e0dedae2da1f081a740e9e77944149378048e5c7e85,common_voice_en_17252223.mp3,How far is it?
24e2b9690c87a65fd2401ce4077f094b6e0ace46b2756759f36515684e98235a9d7854235f093247d0598fa721ad0f2dd53951132215c2e0908b6b5269542b78,common_voice_en_17285307.mp3,"Have you finished with the Annual Report, Jane?"
3815dba47e52fcd549b894509937ce9e7a0970f427c89f282d33c3e154a7a86c3db1aa50e02644ca6e34fbbfb4e2dec095922eb3030ca4b2730f35a459a6b259,common_voice_en_17265491.mp3,"Potatoes are less space-saving, durable and cheap than pasta."
238c3b89b19f2033e3a9b7cd8ef87e8acd1228a352db3c6949238f13483528566e303c7f51d7e6c46818280bf42d0f5e5c384f98374a4b8ae0b8998177e2083a,common_voice_en_15733340.mp3,Let's have a look at the standard deviation.
3b6093d7aca009b069652fe8e0e06446e341231173d8b2118c7e5fc9e92b8a3f06f99d443d1cd71ac4cc0272d0e465fbee4d9fb61a49d605c8d27fececdfd7ed,common_voice_en_10393.mp3,A man and a girl stand in front of a large crowd.
097c3eabcdc430cb9e47add6a3b5fd9df70a4ae7053976ce591e597e0919ea7ee735688aeb3b35c07f65e43e2dc855f3dd0173a0561c2151e5c751e254f8ffeb,common_voice_en_148529.mp3,That doesn't happen to just anyone!
fba383ae4f352d9e174ee16b8eb93ac66bd6e239cb4d2ea1e38bb6ee631cd8aeaf167d9ffca0c0cca615b012e3796ce7726ede7f68297b00f54562ba19db02a0,common_voice_en_17276700.mp3,"Very well, he replied."
706fab6c18ca04c34e1e413135811020b7cfc8fbc48b301662211cc6258d9ae0bf7e3af7950a2339803143e57816d6393682cfbe5e0baddf64045812cc423847,common_voice_en_17258618.mp3,Are you in pain?
66b0b5e81aac076f9f7095c53161fdc640e57dbec255467f448dffca7b05a3c8aa4f1621aceecbac5f4b35329e524074c29ca322e4304f5016d3ce513005c021,common_voice_en_17726300.mp3,The local internet economy is very strong.
9ad9679b320a28cf29ec534b5986338c76d4d023ab8df9ee70aca9dafd73d8d4ae3afed7e99616aa12137d58d11fe9b0f128703ce55820267b7c98b2952f6e3b,common_voice_en_178280.mp3,Would you like to see my id?
0650d4bae76c6c53de1f62d71f19754c5c999d9c42a4325d50784bc6d99de7abc0b6fcc8d7dce2feb3e0b289ed340e564a7255e912cde12b185ef2532a6e38cb,common_voice_en_13899.mp3,Citizens in areas affected by the typhoon are advised to leave their homes immediately.
1f8cc5be5ebfc1fe378f7ec2e49a41adec382bc341dd7b590ec28514f813ecc0fc305854a8087a937c862cd136551e9b917da7d6c6e4906066116755bf13a3db,common_voice_en_17273978.mp3,I'm not sure it'd be too healthy for you to be around me for a while.
0918eccc06817f22138b181bd2580521958409aa741974124f92501157d369a2bdba384fe6e1e774264864c43b702f2103684a767769bccbbfb488d325695d60,common_voice_en_17251541.mp3,"Jacqueline, Micheal and Nicholas were often called Jack, Mike and Nokia."
